CHROM,win_start,win_end,win_mid,MEAN_DEPTH_n,MEAN_DEPTH_mean,MEAN_DEPTH_max,Sexo
scaffold_15_ctg1,6650001,6700000,6675000,33497,8.830462429,29,Females
scaffold_15_ctg1,2250001,2300000,2275000,34045,9.227830812,22.5,Females
scaffold_15_ctg1,11100001,11150000,11125000,19044,9.253102067,75.1429,Males
scaffold_15_ctg1,4850001,4900000,4875000,31107,9.377535603,37,Females
scaffold_15_ctg1,5900001,5950000,5925000,32260,9.418443893,31.5,Females
scaffold_15_ctg1,4900001,4950000,4925000,31779,9.558466283,61,Females
scaffold_15_ctg1,8300001,8350000,8325000,35183,9.606727681,24.5,Females
scaffold_15_ctg1,7500001,7550000,7525000,36301,9.976088813,23,Females
scaffold_15_ctg1,9900001,9950000,9925000,15660,9.996679438,22,Females
scaffold_15_ctg1,11150001,11200000,11175000,33655,10.05170108,24.5,Females
scaffold_15_ctg1,4950001,5.00E+06,4975000,27007,10.09456807,35,Females
scaffold_15_ctg1,7800001,7850000,7825000,35800,10.17441341,28,Females
scaffold_15_ctg1,8350001,8400000,8375000,34455,10.23606153,47.5,Females
scaffold_15_ctg1,11600001,11650000,11625000,28129,10.36348608,42,Females
scaffold_15_ctg1,1000001,1050000,1025000,37341,10.41691438,24,Females
scaffold_15_ctg1,200001,250000,225000,24093,10.45384552,26,Females
scaffold_15_ctg1,2750001,2800000,2775000,35000,10.46347143,24.5,Females
scaffold_15_ctg1,5650001,5700000,5675000,33193,10.49493869,31.5,Females
scaffold_15_ctg1,4350001,4400000,4375000,38282,10.57080351,21.5,Females
scaffold_15_ctg1,8650001,8700000,8675000,38894,10.61389932,21.5,Females
scaffold_15_ctg1,950001,1.00E+06,975000,37836,10.63015382,26,Females
scaffold_15_ctg1,5850001,5900000,5875000,29961,10.63827976,21.5,Females
scaffold_15_ctg1,2800001,2850000,2825000,29313,10.68594139,68.5,Females
scaffold_15_ctg1,700001,750000,725000,33123,10.69225312,22.5,Females
scaffold_15_ctg1,1550001,1600000,1575000,31850,10.71940345,24,Females
scaffold_15_ctg1,6850001,6900000,6875000,36398,10.78982362,22.5,Females
scaffold_15_ctg1,4750001,4800000,4775000,38613,10.79782716,26.5,Females
scaffold_15_ctg1,2000001,2050000,2025000,35011,10.79933449,38.5,Females
scaffold_15_ctg1,1200001,1250000,1225000,27236,10.82488251,47.5,Females
scaffold_15_ctg1,1350001,1400000,1375000,38060,10.87773253,23,Females
scaffold_15_ctg1,6750001,6800000,6775000,32145,10.88292114,25.5,Females
scaffold_15_ctg1,2500001,2550000,2525000,36770,10.88909437,29,Females
scaffold_15_ctg1,2950001,3.00E+06,2975000,34565,10.90322581,28,Females
scaffold_15_ctg1,10800001,10850000,10825000,26914,10.90841198,30.5,Females
scaffold_15_ctg1,7300001,7350000,7325000,38190,10.96293532,22.5,Females
scaffold_15_ctg1,3550001,3600000,3575000,29075,10.96368014,23.5,Females
scaffold_15_ctg1,7050001,7100000,7075000,35642,10.98783738,22.5,Females
scaffold_15_ctg1,2650001,2700000,2675000,31940,11.00450845,51.5,Females
scaffold_15_ctg1,3800001,3850000,3825000,34398,11.01440491,23.5,Females
scaffold_15_ctg1,9250001,9300000,9275000,37632,11.02823395,28,Females
scaffold_15_ctg1,8900001,8950000,8925000,34176,11.03198151,26.5,Females
scaffold_15_ctg1,8700001,8750000,8725000,31620,11.03670145,24,Females
scaffold_15_ctg1,4650001,4700000,4675000,37403,11.04094591,28,Females
scaffold_15_ctg1,2550001,2600000,2575000,37028,11.06122394,28,Females
scaffold_15_ctg1,6500001,6550000,6525000,35976,11.09643929,28,Females
scaffold_15_ctg1,9200001,9250000,9225000,33986,11.12106456,29,Females
scaffold_15_ctg1,2200001,2250000,2225000,26967,11.13968925,34,Females
scaffold_15_ctg1,3900001,3950000,3925000,33658,11.17056866,148,Females
scaffold_15_ctg1,5200001,5250000,5225000,29264,11.17982846,33,Females
scaffold_15_ctg1,9950001,1.00E+07,9975000,28020,11.19589579,26.5,Females
scaffold_15_ctg1,6550001,6600000,6575000,31725,11.20398739,23.5,Females
scaffold_15_ctg1,8500001,8550000,8525000,32987,11.2045048,28,Females
scaffold_15_ctg1,9650001,9700000,9675000,32606,11.21686193,25.5,Females
scaffold_15_ctg1,3050001,3100000,3075000,34671,11.2308846,24,Females
scaffold_15_ctg1,2700001,2750000,2725000,34274,11.23746864,22,Females
scaffold_15_ctg1,3850001,3900000,3875000,37475,11.24688459,24.5,Females
scaffold_15_ctg1,7200001,7250000,7225000,36151,11.24713009,24,Females
scaffold_15_ctg1,5150001,5200000,5175000,37116,11.24964975,23.5,Females
scaffold_15_ctg1,8200001,8250000,8225000,25444,11.26890426,82.5,Females
scaffold_15_ctg1,6100001,6150000,6125000,33497,11.30583336,24.5,Females
scaffold_15_ctg1,8100001,8150000,8125000,28626,11.3119891,32.5,Females
scaffold_15_ctg1,9100001,9150000,9125000,36717,11.3162023,25,Females
scaffold_15_ctg1,10550001,10600000,10575000,26785,11.32932612,22.5,Females
scaffold_15_ctg1,2900001,2950000,2925000,33896,11.33863878,24,Females
scaffold_15_ctg1,9150001,9200000,9175000,32182,11.34665341,27.5,Females
scaffold_15_ctg1,10150001,10200000,10175000,38632,11.35935235,25.5,Females
scaffold_15_ctg1,10750001,10800000,10775000,32681,11.38439766,26.5,Females
scaffold_15_ctg1,5300001,5350000,5325000,30844,11.40137466,27.5,Females
scaffold_15_ctg1,7600001,7650000,7625000,34126,11.40225927,27,Females
scaffold_15_ctg1,4150001,4200000,4175000,33639,11.40661137,22,Females
scaffold_15_ctg1,9000001,9050000,9025000,37822,11.42119666,29,Females
scaffold_15_ctg1,2450001,2500000,2475000,32565,11.42462767,27,Females
scaffold_15_ctg1,3100001,3150000,3125000,31983,11.42689866,31,Females
scaffold_15_ctg1,6250001,6300000,6275000,31069,11.4518652,23,Females
scaffold_15_ctg1,8750001,8800000,8775000,39260,11.45258533,23,Females
scaffold_15_ctg1,9850001,9900000,9875000,25253,11.47804221,26.5,Females
scaffold_15_ctg1,10600001,10650000,10625000,29862,11.48504789,28,Females
scaffold_15_ctg1,9350001,9400000,9375000,35665,11.49620076,34,Females
scaffold_15_ctg1,4300001,4350000,4325000,39287,11.51504314,31.5,Females
scaffold_15_ctg1,7650001,7700000,7675000,39368,11.52968147,22,Females
scaffold_15_ctg1,11350001,11400000,11375000,37591,11.54684632,22.5,Females
scaffold_15_ctg1,9500001,9550000,9525000,37333,11.55114778,23.5,Females
scaffold_15_ctg1,10450001,10500000,10475000,31485,11.55359695,22,Females
scaffold_15_ctg1,2300001,2350000,2325000,35047,11.56621109,24,Females
scaffold_15_ctg1,11000001,11050000,11025000,24885,11.57265421,85.5,Females
scaffold_15_ctg1,10700001,10750000,10725000,30953,11.57818305,25,Females
scaffold_15_ctg1,7000001,7050000,7025000,34236,11.58182907,24,Females
scaffold_15_ctg1,4500001,4550000,4525000,37379,11.60888467,22.5,Females
scaffold_15_ctg1,1250001,1300000,1275000,35635,11.6222955,22,Females
scaffold_15_ctg1,11450001,11500000,11475000,38493,11.62385369,23,Females
scaffold_15_ctg1,4800001,4850000,4825000,29829,11.62759395,28.5,Females
scaffold_15_ctg1,4600001,4650000,4625000,39169,11.63213255,24,Females
scaffold_15_ctg1,9400001,9450000,9425000,38425,11.63817827,27.5,Females
scaffold_15_ctg1,4250001,4300000,4275000,37697,11.63979892,27.5,Females
scaffold_15_ctg1,10950001,1.10E+07,10975000,34496,11.64639378,25,Females
scaffold_15_ctg1,11700001,11750000,11725000,37846,11.64936849,25.5,Females
scaffold_15_ctg1,1500001,1550000,1525000,39640,11.65098385,55.5,Females
scaffold_15_ctg1,100001,150000,125000,34852,11.66178412,24,Females
scaffold_15_ctg1,4550001,4600000,4575000,38182,11.6661254,24,Females
scaffold_15_ctg1,8000001,8050000,8025000,34801,11.6982989,30.5,Females
scaffold_15_ctg1,3500001,3550000,3525000,32567,11.70615961,48,Females
scaffold_15_ctg1,9750001,9800000,9775000,34166,11.70650647,25.5,Females
scaffold_15_ctg1,250001,3.00E+05,275000,32820,11.71002438,33.5,Females
scaffold_15_ctg1,1150001,1200000,1175000,34709,11.71405111,30,Females
scaffold_15_ctg1,3700001,3750000,3725000,34580,11.71876807,27.5,Females
