CHROM,win_start,win_end,win_mid,MEAN_DEPTH_n,MEAN_DEPTH_mean,MEAN_DEPTH_max,Sexo
scaffold_15_ctg1,9900001,9950000,9925000,15660,21,296.833,Females
scaffold_15_ctg1,2400001,2450000,2425000,29153,21,131.5,Females
scaffold_15_ctg1,2350001,2400000,2375000,34022,21,130,Females
scaffold_15_ctg1,5100001,5150000,5125000,33917,20.55459015,56.7273,Males
scaffold_15_ctg1,7350001,7400000,7375000,27485,20.03537052,178.667,Females
scaffold_15_ctg1,2300001,2350000,2325000,35047,18.47694231,36.8333,Females
scaffold_15_ctg1,8650001,8700000,8675000,38894,18.36005378,38.4545,Males
scaffold_15_ctg1,2450001,2500000,2475000,32565,18.34524103,32.8333,Females
scaffold_15_ctg1,5100001,5150000,5125000,33917,17.74104087,41.1667,Females
scaffold_15_ctg1,1200001,1250000,1225000,27236,16.73720566,71.1667,Females
scaffold_15_ctg1,8850001,8900000,8875000,36087,16.16138416,37.5455,Males
scaffold_15_ctg1,7350001,7400000,7375000,27485,16.06100603,69.1818,Males
scaffold_15_ctg1,5550001,5600000,5575000,41258,15.83385725,27.8182,Males
scaffold_15_ctg1,8650001,8700000,8675000,38894,15.67350971,34.1667,Females
scaffold_15_ctg1,7400001,7450000,7425000,30618,15.47467926,180.5,Females
scaffold_15_ctg1,1150001,1200000,1175000,34709,15.35025494,44.3333,Females
scaffold_15_ctg1,8800001,8850000,8825000,33285,15.32892089,37.5,Females
scaffold_15_ctg1,150001,2.00E+05,175000,33955,15.28363889,30.6667,Females
scaffold_15_ctg1,1550001,1600000,1575000,31850,15.24362162,32.8333,Females
scaffold_15_ctg1,5150001,5200000,5175000,37116,15.23256225,47.4545,Males
scaffold_15_ctg1,1600001,1650000,1625000,30311,15.14763214,46.8182,Males
scaffold_15_ctg1,350001,4.00E+05,375000,37153,15.11808143,25.7273,Males
scaffold_15_ctg1,7400001,7450000,7425000,30618,15.11244951,63.2727,Males
scaffold_15_ctg1,7250001,7300000,7275000,39558,15.10182735,33.9091,Males
scaffold_15_ctg1,1350001,1400000,1375000,38060,15.09474701,35.6364,Males
scaffold_15_ctg1,8750001,8800000,8775000,39260,15.0852224,38,Males
scaffold_15_ctg1,11150001,11200000,11175000,33655,15.05635484,38.1667,Females
scaffold_15_ctg1,3750001,3800000,3775000,37126,15.03362711,28.0909,Males
scaffold_15_ctg1,900001,950000,925000,37879,15.02048297,26.3636,Males
scaffold_15_ctg1,8900001,8950000,8925000,34176,15.00672175,38,Males
scaffold_15_ctg1,3150001,3200000,3175000,40566,14.97320487,30.3636,Males
scaffold_15_ctg1,11750001,11800000,11775000,34075,14.96548139,41.4545,Males
scaffold_15_ctg1,8600001,8650000,8625000,32486,14.91239298,24.2727,Males
scaffold_15_ctg1,3050001,3100000,3075000,34671,14.91192436,37.2727,Males
scaffold_15_ctg1,850001,9.00E+05,875000,39216,14.8946642,23.6364,Males
scaffold_15_ctg1,7900001,7950000,7925000,39250,14.86114428,26.2727,Males
scaffold_15_ctg1,11400001,11450000,11425000,39207,14.80522918,28.6364,Males
scaffold_15_ctg1,5550001,5600000,5575000,41258,14.78069799,22.6667,Females
scaffold_15_ctg1,1550001,1600000,1575000,31850,14.77908036,24.7273,Males
scaffold_15_ctg1,4100001,4150000,4125000,40289,14.77311356,23,Males
scaffold_15_ctg1,4200001,4250000,4225000,40303,14.76092084,25.1818,Males
scaffold_15_ctg1,3350001,3400000,3375000,36524,14.75569559,21.8182,Males
scaffold_15_ctg1,1500001,1550000,1525000,39640,14.75059204,60.8182,Males
scaffold_15_ctg1,9300001,9350000,9325000,35724,14.74807093,112.333,Females
scaffold_15_ctg1,6900001,6950000,6925000,26625,14.74258347,61,Males
scaffold_15_ctg1,100001,150000,125000,34852,14.69870396,128.333,Females
scaffold_15_ctg1,8850001,8900000,8875000,36087,14.67859992,32,Females
scaffold_15_ctg1,7950001,8.00E+06,7975000,40098,14.67360751,24.9091,Males
scaffold_15_ctg1,11700001,11750000,11725000,37846,14.66194025,24.6364,Males
scaffold_15_ctg1,4700001,4750000,4725000,40074,14.65989554,24,Males
scaffold_15_ctg1,11300001,11350000,11325000,40034,14.65107614,27.3636,Males
scaffold_15_ctg1,6800001,6850000,6825000,35957,14.64977116,23,Males
scaffold_15_ctg1,9400001,9450000,9425000,38425,14.64652463,25.6364,Males
scaffold_15_ctg1,11450001,11500000,11475000,38493,14.62264993,25.2727,Males
scaffold_15_ctg1,7100001,7150000,7125000,39688,14.62029438,23.6364,Males
scaffold_15_ctg1,5600001,5650000,5625000,35475,14.58839768,28,Males
scaffold_15_ctg1,4250001,4300000,4275000,37697,14.58792604,24,Males
scaffold_15_ctg1,11650001,11700000,11675000,38216,14.57569594,26.6364,Males
scaffold_15_ctg1,500001,550000,525000,38244,14.54249057,24.0909,Males
scaffold_15_ctg1,3300001,3350000,3325000,39351,14.53149195,21.1818,Males
scaffold_15_ctg1,1600001,1650000,1625000,30311,14.52584876,55.5,Females
scaffold_15_ctg1,7650001,7700000,7675000,39368,14.44063612,24.9091,Males
scaffold_15_ctg1,6350001,6400000,6375000,35722,14.43124594,30.8182,Males
scaffold_15_ctg1,6850001,6900000,6875000,36398,14.40382667,24.8182,Males
scaffold_15_ctg1,50001,1.00E+05,75000,25515,14.38596569,67.6667,Females
scaffold_15_ctg1,3200001,3250000,3225000,32520,14.37769321,24.9091,Males
scaffold_15_ctg1,7850001,7900000,7875000,36030,14.33830826,26.0909,Males
scaffold_15_ctg1,7000001,7050000,7025000,34236,14.30278554,21.1818,Males
scaffold_15_ctg1,2700001,2750000,2725000,34274,14.28157391,40.2727,Males
scaffold_15_ctg1,11350001,11400000,11375000,37591,14.28086634,24.5455,Males
scaffold_15_ctg1,1500001,1550000,1525000,39640,14.27625806,74,Females
scaffold_15_ctg1,4750001,4800000,4775000,38613,14.26964532,28.7273,Males
scaffold_15_ctg1,10950001,1.10E+07,10975000,34496,14.26934154,29,Males
scaffold_15_ctg1,8050001,8100000,8075000,31863,14.25756148,23.6364,Males
scaffold_15_ctg1,4150001,4200000,4175000,33639,14.25615307,23.0909,Males
scaffold_15_ctg1,1100001,1150000,1125000,34620,14.25612093,31,Females
scaffold_15_ctg1,11550001,11600000,11575000,31044,14.25240382,23.9091,Males
scaffold_15_ctg1,7150001,7200000,7175000,38058,14.25019788,24.4545,Males
scaffold_15_ctg1,300001,350000,325000,36057,14.24923214,26.1818,Males
scaffold_15_ctg1,3700001,3750000,3725000,34580,14.238284,27.1818,Males
scaffold_15_ctg1,8700001,8750000,8725000,31620,14.23488406,24.0909,Males
scaffold_15_ctg1,11050001,11100000,11075000,27990,14.23470585,48.2727,Males
scaffold_15_ctg1,1700001,1750000,1725000,36192,14.22761645,22.4545,Males
scaffold_15_ctg1,3250001,3300000,3275000,37420,14.22582748,31.1818,Males
scaffold_15_ctg1,10200001,10250000,10225000,34466,14.21160925,27.2727,Males
scaffold_15_ctg1,4600001,4650000,4625000,39169,14.20560838,23.3636,Males
scaffold_15_ctg1,8000001,8050000,8025000,34801,14.19313262,33.3636,Males
scaffold_15_ctg1,8800001,8850000,8825000,33285,14.17689263,24.6364,Males
scaffold_15_ctg1,9000001,9050000,9025000,37822,14.17331185,34.0909,Males
scaffold_15_ctg1,11650001,11700000,11675000,38216,14.16789647,26,Females
scaffold_15_ctg1,7900001,7950000,7925000,39250,14.1663102,22.8333,Females
scaffold_15_ctg1,2600001,2650000,2625000,36915,14.15865665,23.1818,Males
scaffold_15_ctg1,9650001,9700000,9675000,32606,14.1561799,33,Females
scaffold_15_ctg1,3500001,3550000,3525000,32567,14.15365826,29.7273,Males
scaffold_15_ctg1,7550001,7600000,7575000,35251,14.14751348,44.7273,Males
scaffold_15_ctg1,10900001,10950000,10925000,34323,14.14422093,23.3636,Males
scaffold_15_ctg1,800001,850000,825000,31772,14.11531794,22.7273,Males
scaffold_15_ctg1,4300001,4350000,4325000,39287,14.10626795,21.6364,Males
scaffold_15_ctg1,5600001,5650000,5625000,35475,14.0996101,23.3333,Females
scaffold_15_ctg1,7700001,7750000,7725000,38500,14.09157464,25.1818,Males
scaffold_15_ctg1,1350001,1400000,1375000,38060,14.08969731,31.6667,Females
scaffold_15_ctg1,1000001,1050000,1025000,37341,14.07276092,24.1818,Males
scaffold_15_ctg1,2500001,2550000,2525000,36770,14.0726093,28.8333,Females
scaffold_15_ctg1,11500001,11550000,11525000,33625,14.04512436,21.1818,Males
scaffold_15_ctg1,9450001,9500000,9475000,39041,14.04063098,23.3636,Males
scaffold_15_ctg1,7150001,7200000,7175000,38058,14.03430225,30.1667,Females
scaffold_15_ctg1,450001,5.00E+05,475000,40293,14.03126638,23.9091,Males
scaffold_15_ctg1,10800001,10850000,10825000,26914,14.02937,30.1818,Males
scaffold_15_ctg1,600001,650000,625000,35198,14.02549753,23.9091,Males
scaffold_15_ctg1,900001,950000,925000,37879,14.01865225,25.8333,Females
scaffold_15_ctg1,3150001,3200000,3175000,40566,14.01032245,25.3333,Females
scaffold_15_ctg1,4050001,4100000,4075000,37848,13.98801827,31.7273,Males
scaffold_15_ctg1,1100001,1150000,1125000,34620,13.98483959,29.5455,Males
scaffold_15_ctg1,2250001,2300000,2275000,34045,13.98302426,32.3333,Females
scaffold_15_ctg1,4350001,4400000,4375000,38282,13.98228329,23.4545,Males
scaffold_15_ctg1,1150001,1200000,1175000,34709,13.98145564,44,Males
scaffold_15_ctg1,6300001,6350000,6325000,36763,13.97987671,27.5455,Males
scaffold_15_ctg1,6600001,6650000,6625000,36219,13.97839246,23.8182,Males
scaffold_15_ctg1,1400001,1450000,1425000,37082,13.95950467,25.0909,Males
scaffold_15_ctg1,9950001,1.00E+07,9975000,28020,13.95335131,289.5,Females
scaffold_15_ctg1,3100001,3150000,3125000,31983,13.95016914,25.5455,Males
scaffold_15_ctg1,9250001,9300000,9275000,37632,13.95015451,24.6364,Males
scaffold_15_ctg1,2850001,2900000,2875000,37425,13.94653243,27.5455,Males
scaffold_15_ctg1,5500001,5550000,5525000,34715,13.94161949,33.1818,Males
scaffold_15_ctg1,1850001,1900000,1875000,34305,13.93770103,31.0909,Males
scaffold_15_ctg1,9350001,9400000,9375000,35665,13.9324583,29.6364,Males
scaffold_15_ctg1,650001,7.00E+05,675000,32557,13.93017153,22.3636,Males
scaffold_15_ctg1,6450001,6500000,6475000,36589,13.92670715,25.8182,Males
scaffold_15_ctg1,11400001,11450000,11425000,39207,13.92477024,25.1667,Females
scaffold_15_ctg1,5300001,5350000,5325000,30844,13.91726432,26.4545,Males
scaffold_15_ctg1,2600001,2650000,2625000,36915,13.91360216,33.3333,Females
scaffold_15_ctg1,50001,1.00E+05,75000,25515,13.91086406,55.2727,Males
scaffold_15_ctg1,5400001,5450000,5425000,31950,13.89304897,29.7273,Males
scaffold_15_ctg1,4450001,4500000,4475000,37994,13.89287997,25.8182,Males
scaffold_15_ctg1,4200001,4250000,4225000,40303,13.8842767,25.6667,Females
scaffold_15_ctg1,10150001,10200000,10175000,38632,13.85777685,22.1818,Males
scaffold_15_ctg1,550001,6.00E+05,575000,35478,13.8530615,44.3636,Males
scaffold_15_ctg1,1750001,1800000,1775000,32121,13.8402111,24.7273,Males
scaffold_15_ctg1,7800001,7850000,7825000,35800,13.83804515,38.8182,Males
scaffold_15_ctg1,1050001,1100000,1075000,35947,13.83625153,24.4545,Males
scaffold_15_ctg1,950001,1.00E+06,975000,37836,13.83406036,25.0909,Males
scaffold_15_ctg1,11500001,11550000,11525000,33625,13.82701276,28.5,Females
scaffold_15_ctg1,4400001,4450000,4425000,37410,13.81467337,41.8182,Males
scaffold_15_ctg1,1450001,1500000,1475000,32102,13.79852288,25.8182,Males
scaffold_15_ctg1,4650001,4700000,4675000,37403,13.78808041,47.5455,Males
scaffold_15_ctg1,3000001,3050000,3025000,35827,13.787967,25.3636,Males
scaffold_15_ctg1,4500001,4550000,4525000,37379,13.77846209,22.7273,Males
scaffold_15_ctg1,250001,3.00E+05,275000,32820,13.76833089,30.9091,Males
scaffold_15_ctg1,6950001,7.00E+06,6975000,37017,13.76770453,29.1818,Males
scaffold_15_ctg1,11300001,11350000,11325000,40034,13.76197004,24.5,Females
scaffold_15_ctg1,400001,450000,425000,37017,13.76126926,28.8182,Males
scaffold_15_ctg1,5700001,5750000,5725000,30193,13.76080225,26.1818,Males
scaffold_15_ctg1,1650001,1700000,1675000,35438,13.75856283,23.0909,Males
scaffold_15_ctg1,9350001,9400000,9375000,35665,13.75492135,32.1667,Females
scaffold_15_ctg1,4550001,4600000,4575000,38182,13.75157541,21.3636,Males
scaffold_15_ctg1,6250001,6300000,6275000,31069,13.73970727,32.6667,Females
scaffold_15_ctg1,6900001,6950000,6925000,26625,13.73243324,59.1667,Females
scaffold_15_ctg1,2500001,2550000,2525000,36770,13.72181302,21.6364,Males
scaffold_15_ctg1,7500001,7550000,7525000,36301,13.71990924,21.8182,Males
scaffold_15_ctg1,11750001,11800000,11775000,34075,13.71912899,37.8333,Females
scaffold_15_ctg1,6550001,6600000,6575000,31725,13.71579114,30.9091,Males
scaffold_15_ctg1,3950001,4.00E+06,3975000,32264,13.71264186,24.1818,Males
scaffold_15_ctg1,9100001,9150000,9125000,36717,13.69526993,22.0909,Males
scaffold_15_ctg1,3750001,3800000,3775000,37126,13.6873845,24.6667,Females
scaffold_15_ctg1,4100001,4150000,4125000,40289,13.6867161,22.5,Females
scaffold_15_ctg1,3400001,3450000,3425000,35584,13.67403096,22.0909,Males
scaffold_15_ctg1,5050001,5100000,5075000,35895,13.655465,97.6667,Females
scaffold_15_ctg1,8450001,8500000,8475000,30813,13.65169875,71.1818,Males
scaffold_15_ctg1,850001,9.00E+05,875000,39216,13.64415634,21.3333,Females
scaffold_15_ctg1,7950001,8.00E+06,7975000,40098,13.63835156,24.5,Females
scaffold_15_ctg1,4250001,4300000,4275000,37697,13.6375057,24.5,Females
scaffold_15_ctg1,9300001,9350000,9325000,35724,13.63430752,54.7273,Males
scaffold_15_ctg1,10550001,10600000,10575000,26785,13.63391894,20.3636,Males
scaffold_15_ctg1,3800001,3850000,3825000,34398,13.63256529,29.6364,Males
scaffold_15_ctg1,9500001,9550000,9525000,37333,13.63255392,24.6364,Males
scaffold_15_ctg1,9200001,9250000,9225000,33986,13.63182417,25.9091,Males
scaffold_15_ctg1,7850001,7900000,7875000,36030,13.62776333,22.8333,Females
scaffold_15_ctg1,2950001,3.00E+06,2975000,34565,13.62144715,26.1818,Males
scaffold_15_ctg1,2550001,2600000,2575000,37028,13.62066821,26.9091,Males
scaffold_15_ctg1,6800001,6850000,6825000,35957,13.61775353,22.6667,Females
scaffold_15_ctg1,5150001,5200000,5175000,37116,13.60181225,26.5,Females
scaffold_15_ctg1,8550001,8600000,8575000,36476,13.59968316,25.5455,Males
scaffold_15_ctg1,4150001,4200000,4175000,33639,13.59279475,25.8333,Females
scaffold_15_ctg1,11250001,11300000,11275000,31602,13.58672134,26.3636,Males
scaffold_15_ctg1,7300001,7350000,7325000,38190,13.57865886,23.1818,Males
scaffold_15_ctg1,9550001,9600000,9575000,37295,13.56914782,24.9091,Males
scaffold_15_ctg1,7050001,7100000,7075000,35642,13.56362686,29.6364,Males
scaffold_15_ctg1,11000001,11050000,11025000,24885,13.55467767,44.9091,Males
scaffold_15_ctg1,6250001,6300000,6275000,31069,13.55386824,28.5455,Males
scaffold_15_ctg1,3850001,3900000,3875000,37475,13.54210903,19.3636,Males
scaffold_15_ctg1,6350001,6400000,6375000,35722,13.5369362,36.3333,Females
scaffold_15_ctg1,3050001,3100000,3075000,34671,13.53635966,32.3333,Females
scaffold_15_ctg1,5050001,5100000,5075000,35895,13.52951944,73.8182,Males
scaffold_15_ctg1,700001,750000,725000,33123,13.52056517,22.0909,Males
scaffold_15_ctg1,10400001,10450000,10425000,36418,13.51602506,25.3636,Males
scaffold_15_ctg1,7650001,7700000,7675000,39368,13.5126482,24.3333,Females
scaffold_15_ctg1,9250001,9300000,9275000,37632,13.5106352,29.1667,Females
scaffold_15_ctg1,9800001,9850000,9825000,36236,13.50930447,23.7273,Males
scaffold_15_ctg1,6200001,6250000,6225000,37502,13.50921032,25.5455,Males
scaffold_15_ctg1,2200001,2250000,2225000,26967,13.50622365,46.8182,Males
scaffold_15_ctg1,8500001,8550000,8525000,32987,13.50421518,24.9091,Males
scaffold_15_ctg1,5250001,5300000,5275000,29782,13.4930514,39.2727,Males
scaffold_15_ctg1,5450001,5500000,5475000,28175,13.49017465,29.5,Females
scaffold_15_ctg1,10850001,10900000,10875000,37764,13.48834491,22.4545,Males
scaffold_15_ctg1,7750001,7800000,7775000,36525,13.47648771,22.7273,Males
scaffold_15_ctg1,7100001,7150000,7125000,39688,13.47192838,23.5,Females
scaffold_15_ctg1,650001,7.00E+05,675000,32557,13.47116952,22,Females
scaffold_15_ctg1,11450001,11500000,11475000,38493,13.46869262,22.8333,Females
scaffold_15_ctg1,10100001,10150000,10125000,34666,13.46247254,22,Males
scaffold_15_ctg1,5750001,5800000,5775000,29935,13.46165104,44.1818,Males
scaffold_15_ctg1,7200001,7250000,7225000,36151,13.45803967,22.6364,Males
scaffold_15_ctg1,8950001,9.00E+06,8975000,35220,13.45745394,23.5455,Males
scaffold_15_ctg1,350001,4.00E+05,375000,37153,13.45545304,26.6667,Females
scaffold_15_ctg1,9750001,9800000,9775000,34166,13.453139,26.5455,Males
scaffold_15_ctg1,9850001,9900000,9875000,25253,13.45008726,286.167,Females
scaffold_15_ctg1,2400001,2450000,2425000,29153,13.44976607,26.0909,Males
scaffold_15_ctg1,9850001,9900000,9875000,25253,13.44795504,91.5455,Males
scaffold_15_ctg1,3550001,3600000,3575000,29075,13.44683231,22.6364,Males
scaffold_15_ctg1,3100001,3150000,3125000,31983,13.44634651,26.1667,Females
scaffold_15_ctg1,8400001,8450000,8425000,32243,13.44328295,23.8182,Males
scaffold_15_ctg1,2100001,2150000,2125000,35007,13.43183107,23.7273,Males
scaffold_15_ctg1,7750001,7800000,7775000,36525,13.42117207,26.6667,Females
scaffold_15_ctg1,3650001,3700000,3675000,34655,13.42090911,22.1818,Males
scaffold_15_ctg1,7600001,7650000,7625000,34126,13.42072773,26.4545,Males
scaffold_15_ctg1,7700001,7750000,7725000,38500,13.41547569,30.1667,Females
scaffold_15_ctg1,3250001,3300000,3275000,37420,13.41469197,32,Females
scaffold_15_ctg1,11550001,11600000,11575000,31044,13.4136164,22.5,Females
scaffold_15_ctg1,6500001,6550000,6525000,35976,13.41326309,41.5455,Males
scaffold_15_ctg1,100001,150000,125000,34852,13.41174853,111.364,Males
scaffold_15_ctg1,3300001,3350000,3325000,39351,13.41127131,21.1667,Females
scaffold_15_ctg1,4750001,4800000,4775000,38613,13.40878545,24.6667,Females
scaffold_15_ctg1,8250001,8300000,8275000,37069,13.39872714,24.1818,Males
scaffold_15_ctg1,1250001,1300000,1275000,35635,13.39072236,24.2727,Males
scaffold_15_ctg1,6850001,6900000,6875000,36398,13.38397778,26,Females
scaffold_15_ctg1,8050001,8100000,8075000,31863,13.38332218,23.6667,Females
scaffold_15_ctg1,3200001,3250000,3225000,32520,13.38281641,22,Females
scaffold_15_ctg1,5450001,5500000,5475000,28175,13.38277981,30.7273,Males
scaffold_15_ctg1,1700001,1750000,1725000,36192,13.37763937,22.6667,Females
scaffold_15_ctg1,2300001,2350000,2325000,35047,13.37346185,21.9091,Males
scaffold_15_ctg1,6300001,6350000,6325000,36763,13.36785357,20.8333,Females
scaffold_15_ctg1,4400001,4450000,4425000,37410,13.36658011,34.1667,Females
scaffold_15_ctg1,10000001,10050000,10025000,36239,13.36509689,24.8182,Males
scaffold_15_ctg1,1300001,1350000,1325000,36461,13.34674885,28,Males
scaffold_15_ctg1,1900001,1950000,1925000,36510,13.33903781,30,Males
scaffold_15_ctg1,8900001,8950000,8925000,34176,13.33187715,26.8333,Females
scaffold_15_ctg1,9050001,9100000,9075000,35397,13.32774,53.4545,Males
scaffold_15_ctg1,4700001,4750000,4725000,40074,13.32710954,26.8333,Females
scaffold_15_ctg1,6000001,6050000,6025000,28073,13.31887513,29.1818,Males
scaffold_15_ctg1,9000001,9050000,9025000,37822,13.31627146,29,Females
scaffold_15_ctg1,2050001,2100000,2075000,32786,13.31463761,25.0909,Males
scaffold_15_ctg1,10650001,10700000,10675000,31753,13.30457569,29.0909,Males
scaffold_15_ctg1,7250001,7300000,7275000,39558,13.29964977,38.1667,Females
scaffold_15_ctg1,4050001,4100000,4075000,37848,13.2985483,32.8333,Females
scaffold_15_ctg1,9450001,9500000,9475000,39041,13.29803716,23.5,Females
scaffold_15_ctg1,150001,2.00E+05,175000,33955,13.2949278,28.6364,Males
scaffold_15_ctg1,2000001,2050000,2025000,35011,13.29416461,35.8182,Males
scaffold_15_ctg1,2750001,2800000,2775000,35000,13.28985112,20.7273,Males
