CHROM,win_start,win_end,win_mid,mean_Het,Sexo
scaffold_15_ctg1,1,50000,22673,0.0101,Females
scaffold_15_ctg1,50001,100000,75858,0.008833333,Females
scaffold_15_ctg1,100001,150000,125658,0.012966667,Females
scaffold_15_ctg1,150001,200000,174071,0.011883333,Females
scaffold_15_ctg1,200001,250000,221415,0.011716667,Females
scaffold_15_ctg1,250001,300000,273375,0.013983333,Females
scaffold_15_ctg1,300001,350000,325057,0.0136,Females
scaffold_15_ctg1,350001,400000,375182,0.007316667,Females
scaffold_15_ctg1,400001,450000,425118,0.01025,Females
scaffold_15_ctg1,450001,500000,474602,0.008833333,Females
scaffold_15_ctg1,500001,550000,524728,0.01125,Females
scaffold_15_ctg1,550001,600000,574432,0.010633333,Females
scaffold_15_ctg1,600001,650000,624719,0.011833333,Females
scaffold_15_ctg1,650001,700000,675597,0.012383333,Females
scaffold_15_ctg1,700001,750000,722809,0.010283333,Females
scaffold_15_ctg1,750001,800000,776373,0.010816667,Females
scaffold_15_ctg1,800001,850000,824664,0.013116667,Females
scaffold_15_ctg1,850001,900000,875164,0.01235,Females
scaffold_15_ctg1,900001,950000,923463,0.0117,Females
scaffold_15_ctg1,950001,1000000,974744,0.011016667,Females
scaffold_15_ctg1,1000001,1050000,1024985,0.010066667,Females
scaffold_15_ctg1,1050001,1100000,1075274,0.013583333,Females
scaffold_15_ctg1,1100001,1150000,1126453,0.01405,Females
scaffold_15_ctg1,1150001,1200000,1174711,0.012433333,Females
scaffold_15_ctg1,1200001,1250000,1224323,0.011416667,Females
scaffold_15_ctg1,1250001,1300000,1275351,0.011016667,Females
scaffold_15_ctg1,1300001,1350000,1324812,0.013366667,Females
scaffold_15_ctg1,1350001,1400000,1374794,0.012,Females
scaffold_15_ctg1,1400001,1450000,1424318,0.009916667,Females
scaffold_15_ctg1,1450001,1500000,1476365,0.009983333,Females
scaffold_15_ctg1,1500001,1550000,1524211,0.009316667,Females
scaffold_15_ctg1,1550001,1600000,1574662,0.00895,Females
scaffold_15_ctg1,1600001,1650000,1624193,0.01145,Females
scaffold_15_ctg1,1650001,1700000,1676624,0.011233333,Females
scaffold_15_ctg1,1700001,1750000,1726734,0.009283333,Females
scaffold_15_ctg1,1750001,1800000,1772813,0.01065,Females
scaffold_15_ctg1,1800001,1850000,1825675,0.015316667,Females
scaffold_15_ctg1,1850001,1900000,1874461,0.011433333,Females
scaffold_15_ctg1,1900001,1950000,1925012,0.0136,Females
scaffold_15_ctg1,1950001,2000000,1974929,0.011633333,Females
scaffold_15_ctg1,2000001,2050000,2024074,0.012416667,Females
scaffold_15_ctg1,2050001,2100000,2076053,0.015,Females
scaffold_15_ctg1,2100001,2150000,2125292,0.015516667,Females
scaffold_15_ctg1,2150001,2200000,2175184,0.0129,Females
scaffold_15_ctg1,2200001,2250000,2226517,0.011633333,Females
scaffold_15_ctg1,2250001,2300000,2272989,0.01295,Females
scaffold_15_ctg1,2300001,2350000,2323594,0.014566667,Females
scaffold_15_ctg1,2350001,2400000,2375468,0.011266667,Females
scaffold_15_ctg1,2400001,2450000,2421367,0.014383333,Females
scaffold_15_ctg1,2450001,2500000,2477196,0.014316667,Females
scaffold_15_ctg1,2500001,2550000,2524550,0.012,Females
scaffold_15_ctg1,2550001,2600000,2575189,0.013433333,Females
scaffold_15_ctg1,2600001,2650000,2624895,0.014433333,Females
scaffold_15_ctg1,2650001,2700000,2674798,0.0145,Females
scaffold_15_ctg1,2700001,2750000,2725579,0.012883333,Females
scaffold_15_ctg1,2750001,2800000,2774985,0.00985,Females
scaffold_15_ctg1,2800001,2850000,2826774,0.00835,Females
scaffold_15_ctg1,2850001,2900000,2875279,0.012066667,Females
scaffold_15_ctg1,2900001,2950000,2923415,0.011816667,Females
scaffold_15_ctg1,2950001,3000000,2974046,0.005416667,Females
scaffold_15_ctg1,3000001,3050000,3025073,0.01205,Females
scaffold_15_ctg1,3050001,3100000,3075383,0.012216667,Females
scaffold_15_ctg1,3100001,3150000,3123096,0.010783333,Females
scaffold_15_ctg1,3150001,3200000,3175381,0.00835,Females
scaffold_15_ctg1,3200001,3250000,3223648,0.009783333,Females
scaffold_15_ctg1,3250001,3300000,3275673,0.008466667,Females
scaffold_15_ctg1,3300001,3350000,3325086,0.0094,Females
scaffold_15_ctg1,3350001,3400000,3375286,0.00965,Females
scaffold_15_ctg1,3400001,3450000,3425934,0.01005,Females
scaffold_15_ctg1,3450001,3500000,3469952,0.01385,Females
scaffold_15_ctg1,3500001,3550000,3528886,0.0114,Females
scaffold_15_ctg1,3550001,3600000,3575534,0.0116,Females
scaffold_15_ctg1,3600001,3650000,3624399,0.013133333,Females
